"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Median Household Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","St. Francis","AR","05123","=""05123""","41784","2019-2023","2022","Census","United States"
"County","Saline","AR","05125","=""05125""","76534","2019-2023","2022","Census","United States"
"County","Scott","AR","05127","=""05127""","45955","2019-2023","2022","Census","United States"
"County","Searcy","AR","05129","=""05129""","41978","2019-2023","2022","Census","United States"
"County","Sebastian","AR","05131","=""05131""","56450","2019-2023","2022","Census","United States"
"County","Sevier","AR","05133","=""05133""","51641","2019-2023","2022","Census","United States"
"County","Sharp","AR","05135","=""05135""","42950","2019-2023","2022","Census","United States"
"County","Stone","AR","05137","=""05137""","38531","2019-2023","2022","Census","United States"
"County","Union","AR","05139","=""05139""","50221","2019-2023","2022","Census","United States"
"County","Van Buren","AR","05141","=""05141""","47266","2019-2023","2022","Census","United States"
"County","Washington","AR","05143","=""05143""","66426","2019-2023","2022","Census","United States"
"County","White","AR","05145","=""05145""","53435","2019-2023","2022","Census","United States"
"County","Woodruff","AR","05147","=""05147""","49982","2019-2023","2022","Census","United States"
"County","Yell","AR","05149","=""05149""","58870","2019-2023","2022","Census","United States"
"County","Alameda","CA","06001","=""06001""","126240","2019-2023","2022","Census","United States"
"County","Alpine","CA","06003","=""06003""","110781","2019-2023","2022","Census","United States"
"County","Amador","CA","06005","=""06005""","81526","2019-2023","2022","Census","United States"
"County","Butte","CA","06007","=""06007""","68574","2019-2023","2022","Census","United States"
"County","Calaveras","CA","06009","=""06009""","79877","2019-2023","2022","Census","United States"
"County","Colusa","CA","06011","=""06011""","75149","2019-2023","2022","Census","United States"
"County","Contra Costa","CA","06013","=""06013""","125727","2019-2023","2022","Census","United States"
"County","Del Norte","CA","06015","=""06015""","66780","2019-2023","2022","Census","United States"
"County","El Dorado","CA","06017","=""06017""","106190","2019-2023","2022","Census","United States"
"County","Fresno","CA","06019","=""06019""","71434","2019-2023","2022","Census","United States"
"County","Glenn","CA","06021","=""06021""","70487","2019-2023","2022","Census","United States"
"County","Humboldt","CA","06023","=""06023""","61135","2019-2023","2022","Census","United States"
"County","Imperial","CA","06025","=""06025""","56393","2019-2023","2022","Census","United States"
"County","Inyo","CA","06027","=""06027""","72432","2019-2023","2022","Census","United States"
"County","Kern","CA","06029","=""06029""","67660","2019-2023","2022","Census","United States"
"County","Kings","CA","06031","=""06031""","68750","2019-2023","2022","Census","United States"
"County","Lake","CA","06033","=""06033""","58738","2019-2023","2022","Census","United States"
"County","Lassen","CA","06035","=""06035""","64395","2019-2023","2022","Census","United States"
"County","Los Angeles","CA","06037","=""06037""","87760","2019-2023","2022","Census","United States"
"County","Madera","CA","06039","=""06039""","75496","2019-2023","2022","Census","United States"
"County","Marin","CA","06041","=""06041""","142785","2019-2023","2022","Census","United States"
"County","Mariposa","CA","06043","=""06043""","65378","2019-2023","2022","Census","United States"
"County","Mendocino","CA","06045","=""06045""","64688","2019-2023","2022","Census","United States"
"County","Merced","CA","06047","=""06047""","65044","2019-2023","2022","Census","United States"
"County","Modoc","CA","06049","=""06049""","56648","2019-2023","2022","Census","United States"
"County","Mono","CA","06051","=""06051""","86953","2019-2023","2022","Census","United States"
"County","Monterey","CA","06053","=""06053""","94486","2019-2023","2022","Census","United States"
"County","Napa","CA","06055","=""06055""","108970","2019-2023","2022","Census","United States"
"County","Nevada","CA","06057","=""06057""","84905","2019-2023","2022","Census","United States"
"County","Orange","CA","06059","=""06059""","113702","2019-2023","2022","Census","United States"
"County","Placer","CA","06061","=""06061""","114678","2019-2023","2022","Census","United States"
"County","Plumas","CA","06063","=""06063""","64946","2019-2023","2022","Census","United States"
"County","Riverside","CA","06065","=""06065""","89672","2019-2023","2022","Census","United States"
"County","Sacramento","CA","06067","=""06067""","88724","2019-2023","2022","Census","United States"
"County","San Benito","CA","06069","=""06069""","108289","2019-2023","2022","Census","United States"
"County","San Bernardino","CA","06071","=""06071""","82184","2019-2023","2022","Census","United States"
"County","San Diego","CA","06073","=""06073""","102285","2019-2023","2022","Census","United States"
"County","San Francisco","CA","06075","=""06075""","141446","2019-2023","2022","Census","United States"
"County","San Joaquin","CA","06077","=""06077""","88531","2019-2023","2022","Census","United States"
"County","San Luis Obispo","CA","06079","=""06079""","93398","2019-2023","2022","Census","United States"
"County","San Mateo","CA","06081","=""06081""","156000","2019-2023","2022","Census","United States"
"County","Santa Barbara","CA","06083","=""06083""","95977","2019-2023","2022","Census","United States"
"County","Santa Clara","CA","06085","=""06085""","159674","2019-2023","2022","Census","United States"
"County","Santa Cruz","CA","06087","=""06087""","109266","2019-2023","2022","Census","United States"
"County","Shasta","CA","06089","=""06089""","71931","2019-2023","2022","Census","United States"
"County","Sierra","CA","06091","=""06091""","60000","2019-2023","2022","Census","United States"
"County","Siskiyou","CA","06093","=""06093""","55499","2019-2023","2022","Census","United States"
"County","Solano","CA","06095","=""06095""","99994","2019-2023","2022","Census","United States"
"County","Sonoma","CA","06097","=""06097""","102840","2019-2023","2022","Census","United States"
"County","Stanislaus","CA","06099","=""06099""","79661","2019-2023","2022","Census","United States"
"County","Sutter","CA","06101","=""06101""","75450","2019-2023","2022","Census","United States"
"County","Tehama","CA","06103","=""06103""","61834","2019-2023","2022","Census","United States"
"County","Trinity","CA","06105","=""06105""","53498","2019-2023","2022","Census","United States"
"County","Tulare","CA","06107","=""06107""","69489","2019-2023","2022","Census","United States"
"County","Tuolumne","CA","06109","=""06109""","72259","2019-2023","2022","Census","United States"
"County","Ventura","CA","06111","=""06111""","107327","2019-2023","2022","Census","United States"
"County","Yolo","CA","06113","=""06113""","88818","2019-2023","2022","Census","United States"
"County","Yuba","CA","06115","=""06115""","73313","2019-2023","2022","Census","United States"
"County","Adams","CO","08001","=""08001""","91387","2019-2023","2022","Census","United States"
"County","Alamosa","CO","08003","=""08003""","51445","2019-2023","2022","Census","United States"
"County","Arapahoe","CO","08005","=""08005""","97215","2019-2023","2022","Census","United States"
"County","Archuleta","CO","08007","=""08007""","76524","2019-2023","2022","Census","United States"
"County","Baca","CO","08009","=""08009""","40380","2019-2023","2022","Census","United States"
"County","Bent","CO","08011","=""08011""","49194","2019-2023","2022","Census","United States"
"County","Boulder","CO","08013","=""08013""","102772","2019-2023","2022","Census","United States"
"County","Broomfield","CO","08014","=""08014""","121025","2019-2023","2022","Census","United States"
"County","Chaffee","CO","08015","=""08015""","70909","2019-2023","2022","Census","United States"
"County","Cheyenne","CO","08017","=""08017""","67768","2019-2023","2022","Census","United States"
"County","Clear Creek","CO","08019","=""08019""","96667","2019-2023","2022","Census","United States"
"County","Conejos","CO","08021","=""08021""","47209","2019-2023","2022","Census","United States"
"County","Costilla","CO","08023","=""08023""","36519","2019-2023","2022","Census","United States"
"County","Crowley","CO","08025","=""08025""","47563","2019-2023","2022","Census","United States"
"County","Custer","CO","08027","=""08027""","72700","2019-2023","2022","Census","United States"
"County","Delta","CO","08029","=""08029""","58330","2019-2023","2022","Census","United States"
"County","Denver","CO","08031","=""08031""","91681","2019-2023","2022","Census","United States"
"County","Dolores","CO","08033","=""08033""","70490","2019-2023","2022","Census","United States"
"County","Douglas","CO","08035","=""08035""","145737","2019-2023","2022","Census","United States"
"County","Eagle","CO","08037","=""08037""","103174","2019-2023","2022","Census","United States"
"County","Elbert","CO","08039","=""08039""","129477","2019-2023","2022","Census","United States"
"County","El Paso","CO","08041","=""08041""","87470","2019-2023","2022","Census","United States"
"County","Fremont","CO","08043","=""08043""","61027","2019-2023","2022","Census","United States"
"County","Garfield","CO","08045","=""08045""","86172","2019-2023","2022","Census","United States"
"County","Gilpin","CO","08047","=""08047""","88654","2019-2023","2022","Census","United States"
"County","Grand","CO","08049","=""08049""","84558","2019-2023","2022","Census","United States"
"County","Gunnison","CO","08051","=""08051""","77358","2019-2023","2022","Census","United States"
"County","Hinsdale","CO","08053","=""08053""","64327","2019-2023","2022","Census","United States"
"County","Huerfano","CO","08055","=""08055""","52139","2019-2023","2022","Census","United States"
"County","Jackson","CO","08057","=""08057""","41809","2019-2023","2022","Census","United States"
"County","Jefferson","CO","08059","=""08059""","107800","2019-2023","2022","Census","United States"
"County","Kiowa","CO","08061","=""08061""","56389","2019-2023","2022","Census","United States"
"County","Kit Carson","CO","08063","=""08063""","59810","2019-2023","2022","Census","United States"
"County","Lake","CO","08065","=""08065""","93655","2019-2023","2022","Census","United States"
"County","La Plata","CO","08067","=""08067""","85296","2019-2023","2022","Census","United States"
"County","Larimer","CO","08069","=""08069""","91364","2019-2023","2022","Census","United States"
"County","Las Animas","CO","08071","=""08071""","50408","2019-2023","2022","Census","United States"
"County","Lincoln","CO","08073","=""08073""","54257","2019-2023","2022","Census","United States"
"County","Logan","CO","08075","=""08075""","55074","2019-2023","2022","Census","United States"
"County","Mesa","CO","08077","=""08077""","71485","2019-2023","2022","Census","United States"
"County","Mineral","CO","08079","=""08079""","52455","2019-2023","2022","Census","United States"
"County","Moffat","CO","08081","=""08081""","70975","2019-2023","2022","Census","United States"
"County","Montezuma","CO","08083","=""08083""","63005","2019-2023","2022","Census","United States"
"County","Montrose","CO","08085","=""08085""","66072","2019-2023","2022","Census","United States"
"County","Morgan","CO","08087","=""08087""","75407","2019-2023","2022","Census","United States"
"County","Otero","CO","08089","=""08089""","54897","2019-2023","2022","Census","United States"
"County","Ouray","CO","08091","=""08091""","84556","2019-2023","2022","Census","United States"
"County","Park","CO","08093","=""08093""","95450","2019-2023","2022","Census","United States"
"County","Phillips","CO","08095","=""08095""","60372","2019-2023","2022","Census","United States"
"County","Pitkin","CO","08097","=""08097""","100318","2019-2023","2022","Census","United States"
"County","Prowers","CO","08099","=""08099""","57601","2019-2023","2022","Census","United States"
"County","Pueblo","CO","08101","=""08101""","62250","2019-2023","2022","Census","United States"
"County","Rio Blanco","CO","08103","=""08103""","72620","2019-2023","2022","Census","United States"
"County","Rio Grande","CO","08105","=""08105""","62166","2019-2023","2022","Census","United States"
"County","Routt","CO","08107","=""08107""","104803","2019-2023","2022","Census","United States"
"County","Saguache","CO","08109","=""08109""","54283","2019-2023","2022","Census","United States"
"County","San Juan","CO","08111","=""08111""","73889","2019-2023","2022","Census","United States"
"County","San Miguel","CO","08113","=""08113""","80117","2019-2023","2022","Census","United States"
"County","Sedgwick","CO","08115","=""08115""","52833","2019-2023","2022","Census","United States"
"County","Summit","CO","08117","=""08117""","106255","2019-2023","2022","Census","United States"
"County","Teller","CO","08119","=""08119""","80666","2019-2023","2022","Census","United States"
"County","Washington","CO","08121","=""08121""","65164","2019-2023","2022","Census","United States"
"County","Weld","CO","08123","=""08123""","93287","2019-2023","2022","Census","United States"
"County","Yuma","CO","08125","=""08125""","60051","2019-2023","2022","Census","United States"
"County","Capitol","CT","09110","=""09110""","91541","2019-2023","2022","Census","United States"
"County","Greater Bridgeport","CT","09120","=""09120""","87135","2019-2023","2022","Census","United States"
"County","Lower Connecticut River Valley","CT","09130","=""09130""","101117","2019-2023","2022","Census","United States"
"County","Naugatuck Valley","CT","09140","=""09140""","86365","2019-2023","2022","Census","United States"
"County","Northeastern Connecticut","CT","09150","=""09150""","87564","2019-2023","2022","Census","United States"
"County","Northwest Hills","CT","09160","=""09160""","91035","2019-2023","2022","Census","United States"
"County","South Central Connecticut","CT","09170","=""09170""","86266","2019-2023","2022","Census","United States"
"County","Southeastern Connecticut","CT","09180","=""09180""","84185","2019-2023","2022","Census","United States"
"County","Western Connecticut","CT","09190","=""09190""","124553","2019-2023","2022","Census","United States"
"County","Kent","DE","10001","=""10001""","72872","2019-2023","2022","Census","United States"
"County","New Castle","DE","10003","=""10003""","89901","2019-2023","2022","Census","United States"
"County","Sussex","DE","10005","=""10005""","78162","2019-2023","2022","Census","United States"
"County","District of Columbia","DC","11001","=""11001""","106287","2019-2023","2022","Census","United States"
"County","Alachua","FL","12001","=""12001""","59659","2019-2023","2022","Census","United States"
"County","Baker","FL","12003","=""12003""","70833","2019-2023","2022","Census","United States"
"County","Bay","FL","12005","=""12005""","70188","2019-2023","2022","Census","United States"
"County","Bradford","FL","12007","=""12007""","59740","2019-2023","2022","Census","United States"
"County","Brevard","FL","12009","=""12009""","75817","2019-2023","2022","Census","United States"
"County","Broward","FL","12011","=""12011""","74534","2019-2023","2022","Census","United States"
"County","Calhoun","FL","12013","=""12013""","46901","2019-2023","2022","Census","United States"
"County","Charlotte","FL","12015","=""12015""","66154","2019-2023","2022","Census","United States"
"County","Citrus","FL","12017","=""12017""","55355","2019-2023","2022","Census","United States"
"County","Clay","FL","12019","=""12019""","86094","2019-2023","2022","Census","United States"
"County","Collier","FL","12021","=""12021""","86173","2019-2023","2022","Census","United States"
"County","Columbia","FL","12023","=""12023""","55070","2019-2023","2022","Census","United States"
"County","DeSoto","FL","12027","=""12027""","50868","2019-2023","2022","Census","United States"
"County","Dixie","FL","12029","=""12029""","47655","2019-2023","2022","Census","United States"
"County","Duval","FL","12031","=""12031""","68447","2019-2023","2022","Census","United States"
"County","Escambia","FL","12033","=""12033""","65715","2019-2023","2022","Census","United States"
"County","Flagler","FL","12035","=""12035""","72923","2019-2023","2022","Census","United States"
"County","Franklin","FL","12037","=""12037""","62734","2019-2023","2022","Census","United States"
"County","Gadsden","FL","12039","=""12039""","46047","2019-2023","2022","Census","United States"
"County","Gilchrist","FL","12041","=""12041""","61070","2019-2023","2022","Census","United States"
"County","Glades","FL","12043","=""12043""","38905","2019-2023","2022","Census","United States"
"County","Gulf","FL","12045","=""12045""","67361","2019-2023","2022","Census","United States"
"County","Hamilton","FL","12047","=""12047""","47696","2019-2023","2022","Census","United States"
"County","Hardee","FL","12049","=""12049""","54231","2019-2023","2022","Census","United States"
"County","Hendry","FL","12051","=""12051""","53044","2019-2023","2022","Census","United States"
"County","Hernando","FL","12053","=""12053""","63193","2019-2023","2022","Census","United States"
"County","Highlands","FL","12055","=""12055""","55581","2019-2023","2022","Census","United States"
