"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","People With Health Insurance","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","Lauderdale","AL","01077","=""01077""","84810","2019-2023","2022","Census","United States"
"County","Lawrence","AL","01079","=""01079""","29908","2019-2023","2022","Census","United States"
"County","Lee","AL","01081","=""01081""","161070","2019-2023","2022","Census","United States"
"County","Limestone","AL","01083","=""01083""","95988","2019-2023","2022","Census","United States"
"County","Lowndes","AL","01085","=""01085""","9000","2019-2023","2022","Census","United States"
"County","Macon","AL","01087","=""01087""","17025","2019-2023","2022","Census","United States"
"County","Madison","AL","01089","=""01089""","362048","2019-2023","2022","Census","United States"
"County","Marengo","AL","01091","=""01091""","17182","2019-2023","2022","Census","United States"
"County","Marion","AL","01093","=""01093""","25653","2019-2023","2022","Census","United States"
"County","Marshall","AL","01095","=""01095""","86348","2019-2023","2022","Census","United States"
"County","Mobile","AL","01097","=""01097""","364089","2019-2023","2022","Census","United States"
"County","Monroe","AL","01099","=""01099""","17136","2019-2023","2022","Census","United States"
"County","Montgomery","AL","01101","=""01101""","197351","2019-2023","2022","Census","United States"
"County","Morgan","AL","01103","=""01103""","108014","2019-2023","2022","Census","United States"
"County","Perry","AL","01105","=""01105""","7445","2019-2023","2022","Census","United States"
"County","Pickens","AL","01107","=""01107""","15666","2019-2023","2022","Census","United States"
"County","Pike","AL","01109","=""01109""","30007","2019-2023","2022","Census","United States"
"County","Randolph","AL","01111","=""01111""","20072","2019-2023","2022","Census","United States"
"County","Russell","AL","01113","=""01113""","50273","2019-2023","2022","Census","United States"
"County","St. Clair","AL","01115","=""01115""","84115","2019-2023","2022","Census","United States"
"County","Shelby","AL","01117","=""01117""","209792","2019-2023","2022","Census","United States"
"County","Sumter","AL","01119","=""01119""","10784","2019-2023","2022","Census","United States"
"County","Talladega","AL","01121","=""01121""","71631","2019-2023","2022","Census","United States"
"County","Tallapoosa","AL","01123","=""01123""","36765","2019-2023","2022","Census","United States"
"County","Tuscaloosa","AL","01125","=""01125""","216463","2019-2023","2022","Census","United States"
"County","Walker","AL","01127","=""01127""","56605","2019-2023","2022","Census","United States"
"County","Washington","AL","01129","=""01129""","13956","2019-2023","2022","Census","United States"
"County","Wilcox","AL","01131","=""01131""","9233","2019-2023","2022","Census","United States"
"County","Winston","AL","01133","=""01133""","21100","2019-2023","2022","Census","United States"
"County","Aleutians East","AK","02013","=""02013""","2214","2019-2023","2022","Census","United States"
"County","Aleutians West","AK","02016","=""02016""","4092","2019-2023","2022","Census","United States"
"County","Anchorage","AK","02020","=""02020""","248756","2019-2023","2022","Census","United States"
"County","Bethel","AK","02050","=""02050""","15855","2019-2023","2022","Census","United States"
"County","Bristol Bay","AK","02060","=""02060""","691","2019-2023","2022","Census","United States"
"County","Chugach","AK","02063","=""02063""","5768","2019-2023","2022","Census","United States"
"County","Copper River","AK","02066","=""02066""","2174","2019-2023","2022","Census","United States"
"County","Denali","AK","02068","=""02068""","1887","2019-2023","2022","Census","United States"
"County","Dillingham","AK","02070","=""02070""","3961","2019-2023","2022","Census","United States"
"County","Fairbanks North Star","AK","02090","=""02090""","78846","2019-2023","2022","Census","United States"
"County","Haines","AK","02100","=""02100""","1891","2019-2023","2022","Census","United States"
"County","Hoonah-Angoon","AK","02105","=""02105""","1833","2019-2023","2022","Census","United States"
"County","Juneau","AK","02110","=""02110""","28743","2019-2023","2022","Census","United States"
"County","Kenai Peninsula","AK","02122","=""02122""","51777","2019-2023","2022","Census","United States"
"County","Ketchikan Gateway","AK","02130","=""02130""","12263","2019-2023","2022","Census","United States"
"County","Kodiak Island","AK","02150","=""02150""","10719","2019-2023","2022","Census","United States"
"County","Kusilvak","AK","02158","=""02158""","7334","2019-2023","2022","Census","United States"
"County","Lake and Peninsula","AK","02164","=""02164""","688","2019-2023","2022","Census","United States"
"County","Matanuska-Susitna","AK","02170","=""02170""","94326","2019-2023","2022","Census","United States"
"County","Nome","AK","02180","=""02180""","8278","2019-2023","2022","Census","United States"
"County","North Slope","AK","02185","=""02185""","9288","2019-2023","2022","Census","United States"
"County","Northwest Arctic","AK","02188","=""02188""","6141","2019-2023","2022","Census","United States"
"County","Petersburg","AK","02195","=""02195""","2940","2019-2023","2022","Census","United States"
"County","Prince of Wales-Hyder","AK","02198","=""02198""","4677","2019-2023","2022","Census","United States"
"County","Sitka","AK","02220","=""02220""","7011","2019-2023","2022","Census","United States"
"County","Skagway","AK","02230","=""02230""","1192","2019-2023","2022","Census","United States"
"County","Southeast Fairbanks","AK","02240","=""02240""","5693","2019-2023","2022","Census","United States"
"County","Wrangell","AK","02275","=""02275""","1729","2019-2023","2022","Census","United States"
"County","Yakutat","AK","02282","=""02282""","423","2019-2023","2022","Census","United States"
"County","Yukon-Koyukuk","AK","02290","=""02290""","4050","2019-2023","2022","Census","United States"
"County","Apache","AZ","04001","=""04001""","51715","2019-2023","2022","Census","United States"
"County","Cochise","AZ","04003","=""04003""","108082","2019-2023","2022","Census","United States"
"County","Coconino","AZ","04005","=""04005""","128291","2019-2023","2022","Census","United States"
"County","Gila","AZ","04007","=""04007""","47231","2019-2023","2022","Census","United States"
"County","Graham","AZ","04009","=""04009""","32833","2019-2023","2022","Census","United States"
"County","Greenlee","AZ","04011","=""04011""","9177","2019-2023","2022","Census","United States"
"County","La Paz","AZ","04012","=""04012""","14359","2019-2023","2022","Census","United States"
"County","Maricopa","AZ","04013","=""04013""","3974385","2019-2023","2022","Census","United States"
"County","Mohave","AZ","04015","=""04015""","192876","2019-2023","2022","Census","United States"
"County","Navajo","AZ","04017","=""04017""","89166","2019-2023","2022","Census","United States"
"County","Pima","AZ","04019","=""04019""","934986","2019-2023","2022","Census","United States"
"County","Pinal","AZ","04021","=""04021""","387059","2019-2023","2022","Census","United States"
"County","Santa Cruz","AZ","04023","=""04023""","41088","2019-2023","2022","Census","United States"
"County","Yavapai","AZ","04025","=""04025""","214547","2019-2023","2022","Census","United States"
"County","Yuma","AZ","04027","=""04027""","169169","2019-2023","2022","Census","United States"
"County","Arkansas","AR","05001","=""05001""","15435","2019-2023","2022","Census","United States"
"County","Ashley","AR","05003","=""05003""","16939","2019-2023","2022","Census","United States"
"County","Baxter","AR","05005","=""05005""","38771","2019-2023","2022","Census","United States"
"County","Benton","AR","05007","=""05007""","264229","2019-2023","2022","Census","United States"
"County","Boone","AR","05009","=""05009""","34562","2019-2023","2022","Census","United States"
"County","Bradley","AR","05011","=""05011""","9039","2019-2023","2022","Census","United States"
"County","Calhoun","AR","05013","=""05013""","4219","2019-2023","2022","Census","United States"
"County","Carroll","AR","05015","=""05015""","24464","2019-2023","2022","Census","United States"
"County","Chicot","AR","05017","=""05017""","8312","2019-2023","2022","Census","United States"
"County","Clark","AR","05019","=""05019""","19293","2019-2023","2022","Census","United States"
"County","Clay","AR","05021","=""05021""","13028","2019-2023","2022","Census","United States"
"County","Cleburne","AR","05023","=""05023""","22952","2019-2023","2022","Census","United States"
"County","Cleveland","AR","05025","=""05025""","7050","2019-2023","2022","Census","United States"
"County","Columbia","AR","05027","=""05027""","20695","2019-2023","2022","Census","United States"
"County","Conway","AR","05029","=""05029""","19428","2019-2023","2022","Census","United States"
"County","Craighead","AR","05031","=""05031""","101574","2019-2023","2022","Census","United States"
"County","Crawford","AR","05033","=""05033""","54949","2019-2023","2022","Census","United States"
"County","Crittenden","AR","05035","=""05035""","43265","2019-2023","2022","Census","United States"
"County","Cross","AR","05037","=""05037""","15257","2019-2023","2022","Census","United States"
"County","Dallas","AR","05039","=""05039""","5755","2019-2023","2022","Census","United States"
"County","Desha","AR","05041","=""05041""","10057","2019-2023","2022","Census","United States"
"County","Drew","AR","05043","=""05043""","15633","2019-2023","2022","Census","United States"
"County","Faulkner","AR","05045","=""05045""","114956","2019-2023","2022","Census","United States"
"County","Franklin","AR","05047","=""05047""","15584","2019-2023","2022","Census","United States"
"County","Fulton","AR","05049","=""05049""","10699","2019-2023","2022","Census","United States"
"County","Garland","AR","05051","=""05051""","89629","2019-2023","2022","Census","United States"
"County","Grant","AR","05053","=""05053""","16721","2019-2023","2022","Census","United States"
"County","Greene","AR","05055","=""05055""","41548","2019-2023","2022","Census","United States"
"County","Hempstead","AR","05057","=""05057""","17576","2019-2023","2022","Census","United States"
"County","Hot Spring","AR","05059","=""05059""","28357","2019-2023","2022","Census","United States"
"County","Howard","AR","05061","=""05061""","11051","2019-2023","2022","Census","United States"
"County","Independence","AR","05063","=""05063""","33730","2019-2023","2022","Census","United States"
"County","Izard","AR","05065","=""05065""","11937","2019-2023","2022","Census","United States"
"County","Jackson","AR","05067","=""05067""","13180","2019-2023","2022","Census","United States"
"County","Jefferson","AR","05069","=""05069""","57912","2019-2023","2022","Census","United States"
"County","Johnson","AR","05071","=""05071""","23699","2019-2023","2022","Census","United States"
"County","Lafayette","AR","05073","=""05073""","5591","2019-2023","2022","Census","United States"
"County","Lawrence","AR","05075","=""05075""","14544","2019-2023","2022","Census","United States"
"County","Lee","AR","05077","=""05077""","6545","2019-2023","2022","Census","United States"
"County","Lincoln","AR","05079","=""05079""","7883","2019-2023","2022","Census","United States"
"County","Little River","AR","05081","=""05081""","11137","2019-2023","2022","Census","United States"
"County","Logan","AR","05083","=""05083""","19399","2019-2023","2022","Census","United States"
"County","Lonoke","AR","05085","=""05085""","67707","2019-2023","2022","Census","United States"
"County","Madison","AR","05087","=""05087""","14826","2019-2023","2022","Census","United States"
"County","Marion","AR","05089","=""05089""","15686","2019-2023","2022","Census","United States"
"County","Miller","AR","05091","=""05091""","36731","2019-2023","2022","Census","United States"
"County","Mississippi","AR","05093","=""05093""","35258","2019-2023","2022","Census","United States"
"County","Monroe","AR","05095","=""05095""","6128","2019-2023","2022","Census","United States"
"County","Montgomery","AR","05097","=""05097""","7505","2019-2023","2022","Census","United States"
"County","Nevada","AR","05099","=""05099""","7566","2019-2023","2022","Census","United States"
"County","Newton","AR","05101","=""05101""","6661","2019-2023","2022","Census","United States"
"County","Ouachita","AR","05103","=""05103""","20685","2019-2023","2022","Census","United States"
"County","Perry","AR","05105","=""05105""","9442","2019-2023","2022","Census","United States"
"County","Phillips","AR","05107","=""05107""","14410","2019-2023","2022","Census","United States"
"County","Pike","AR","05109","=""05109""","8873","2019-2023","2022","Census","United States"
"County","Poinsett","AR","05111","=""05111""","20195","2019-2023","2022","Census","United States"
"County","Polk","AR","05113","=""05113""","17321","2019-2023","2022","Census","United States"
"County","Pope","AR","05115","=""05115""","58487","2019-2023","2022","Census","United States"
"County","Prairie","AR","05117","=""05117""","7515","2019-2023","2022","Census","United States"
"County","Pulaski","AR","05119","=""05119""","353924","2019-2023","2022","Census","United States"
"County","Randolph","AR","05121","=""05121""","17123","2019-2023","2022","Census","United States"
"County","St. Francis","AR","05123","=""05123""","18299","2019-2023","2022","Census","United States"
"County","Saline","AR","05125","=""05125""","116849","2019-2023","2022","Census","United States"
"County","Scott","AR","05127","=""05127""","8790","2019-2023","2022","Census","United States"
"County","Searcy","AR","05129","=""05129""","7309","2019-2023","2022","Census","United States"
"County","Sebastian","AR","05131","=""05131""","113534","2019-2023","2022","Census","United States"
"County","Sevier","AR","05133","=""05133""","12727","2019-2023","2022","Census","United States"
"County","Sharp","AR","05135","=""05135""","16358","2019-2023","2022","Census","United States"
"County","Stone","AR","05137","=""05137""","11251","2019-2023","2022","Census","United States"
"County","Union","AR","05139","=""05139""","35696","2019-2023","2022","Census","United States"
"County","Van Buren","AR","05141","=""05141""","14223","2019-2023","2022","Census","United States"
"County","Washington","AR","05143","=""05143""","219058","2019-2023","2022","Census","United States"
"County","White","AR","05145","=""05145""","69441","2019-2023","2022","Census","United States"
"County","Woodruff","AR","05147","=""05147""","5556","2019-2023","2022","Census","United States"
"County","Yell","AR","05149","=""05149""","18271","2019-2023","2022","Census","United States"
"County","Alameda","CA","06001","=""06001""","1574283","2019-2023","2022","Census","United States"
"County","Alpine","CA","06003","=""06003""","1610","2019-2023","2022","Census","United States"
"County","Amador","CA","06005","=""06005""","35568","2019-2023","2022","Census","United States"
"County","Butte","CA","06007","=""06007""","194212","2019-2023","2022","Census","United States"
"County","Calaveras","CA","06009","=""06009""","43263","2019-2023","2022","Census","United States"
"County","Colusa","CA","06011","=""06011""","19728","2019-2023","2022","Census","United States"
"County","Contra Costa","CA","06013","=""06013""","1100983","2019-2023","2022","Census","United States"
"County","Del Norte","CA","06015","=""06015""","23582","2019-2023","2022","Census","United States"
"County","El Dorado","CA","06017","=""06017""","183631","2019-2023","2022","Census","United States"
"County","Fresno","CA","06019","=""06019""","929816","2019-2023","2022","Census","United States"
"County","Glenn","CA","06021","=""06021""","25866","2019-2023","2022","Census","United States"
"County","Humboldt","CA","06023","=""06023""","126732","2019-2023","2022","Census","United States"
"County","Imperial","CA","06025","=""06025""","160157","2019-2023","2022","Census","United States"
"County","Inyo","CA","06027","=""06027""","17126","2019-2023","2022","Census","United States"
"County","Kern","CA","06029","=""06029""","818517","2019-2023","2022","Census","United States"
"County","Kings","CA","06031","=""06031""","124994","2019-2023","2022","Census","United States"
"County","Lake","CA","06033","=""06033""","63211","2019-2023","2022","Census","United States"
"County","Lassen","CA","06035","=""06035""","22556","2019-2023","2022","Census","United States"
"County","Los Angeles","CA","06037","=""06037""","8928719","2019-2023","2022","Census","United States"
"County","Madera","CA","06039","=""06039""","140772","2019-2023","2022","Census","United States"
"County","Marin","CA","06041","=""06041""","245816","2019-2023","2022","Census","United States"
"County","Mariposa","CA","06043","=""06043""","15799","2019-2023","2022","Census","United States"
"County","Mendocino","CA","06045","=""06045""","82626","2019-2023","2022","Census","United States"
"County","Merced","CA","06047","=""06047""","257720","2019-2023","2022","Census","United States"
"County","Modoc","CA","06049","=""06049""","7647","2019-2023","2022","Census","United States"
"County","Mono","CA","06051","=""06051""","11505","2019-2023","2022","Census","United States"
"County","Monterey","CA","06053","=""06053""","378864","2019-2023","2022","Census","United States"
"County","Napa","CA","06055","=""06055""","126915","2019-2023","2022","Census","United States"
"County","Nevada","CA","06057","=""06057""","96212","2019-2023","2022","Census","United States"
"County","Orange","CA","06059","=""06059""","2934757","2019-2023","2022","Census","United States"
"County","Placer","CA","06061","=""06061""","395542","2019-2023","2022","Census","United States"
"County","Plumas","CA","06063","=""06063""","18480","2019-2023","2022","Census","United States"
"County","Riverside","CA","06065","=""06065""","2231854","2019-2023","2022","Census","United States"
"County","Sacramento","CA","06067","=""06067""","1489558","2019-2023","2022","Census","United States"
"County","San Benito","CA","06069","=""06069""","61749","2019-2023","2022","Census","United States"
"County","San Bernardino","CA","06071","=""06071""","1967467","2019-2023","2022","Census","United States"
"County","San Diego","CA","06073","=""06073""","2956388","2019-2023","2022","Census","United States"
"County","San Francisco","CA","06075","=""06075""","803423","2019-2023","2022","Census","United States"
"County","San Joaquin","CA","06077","=""06077""","728000","2019-2023","2022","Census","United States"
"County","San Luis Obispo","CA","06079","=""06079""","260578","2019-2023","2022","Census","United States"
"County","San Mateo","CA","06081","=""06081""","712145","2019-2023","2022","Census","United States"
"County","Santa Barbara","CA","06083","=""06083""","396243","2019-2023","2022","Census","United States"
"County","Santa Clara","CA","06085","=""06085""","1817894","2019-2023","2022","Census","United States"
"County","Santa Cruz","CA","06087","=""06087""","250931","2019-2023","2022","Census","United States"
"County","Shasta","CA","06089","=""06089""","167849","2019-2023","2022","Census","United States"
"County","Sierra","CA","06091","=""06091""","2306","2019-2023","2022","Census","United States"
"County","Siskiyou","CA","06093","=""06093""","40820","2019-2023","2022","Census","United States"
"County","Solano","CA","06095","=""06095""","417588","2019-2023","2022","Census","United States"
"County","Sonoma","CA","06097","=""06097""","456003","2019-2023","2022","Census","United States"
"County","Stanislaus","CA","06099","=""06099""","516217","2019-2023","2022","Census","United States"
"County","Sutter","CA","06101","=""06101""","91778","2019-2023","2022","Census","United States"
"County","Tehama","CA","06103","=""06103""","60912","2019-2023","2022","Census","United States"
"County","Trinity","CA","06105","=""06105""","13792","2019-2023","2022","Census","United States"
"County","Tulare","CA","06107","=""06107""","433760","2019-2023","2022","Census","United States"
"County","Tuolumne","CA","06109","=""06109""","49302","2019-2023","2022","Census","United States"
"County","Ventura","CA","06111","=""06111""","764435","2019-2023","2022","Census","United States"
"County","Yolo","CA","06113","=""06113""","206049","2019-2023","2022","Census","United States"
"County","Yuba","CA","06115","=""06115""","74756","2019-2023","2022","Census","United States"
"County","Adams","CO","08001","=""08001""","463160","2019-2023","2022","Census","United States"
"County","Alamosa","CO","08003","=""08003""","15216","2019-2023","2022","Census","United States"
"County","Arapahoe","CO","08005","=""08005""","591301","2019-2023","2022","Census","United States"
"County","Archuleta","CO","08007","=""08007""","12052","2019-2023","2022","Census","United States"
"County","Baca","CO","08009","=""08009""","3116","2019-2023","2022","Census","United States"
"County","Bent","CO","08011","=""08011""","3904","2019-2023","2022","Census","United States"
"County","Boulder","CO","08013","=""08013""","311836","2019-2023","2022","Census","United States"
"County","Broomfield","CO","08014","=""08014""","71072","2019-2023","2022","Census","United States"
"County","Chaffee","CO","08015","=""08015""","17123","2019-2023","2022","Census","United States"
"County","Cheyenne","CO","08017","=""08017""","1555","2019-2023","2022","Census","United States"
"County","Clear Creek","CO","08019","=""08019""","8645","2019-2023","2022","Census","United States"
"County","Conejos","CO","08021","=""08021""","6481","2019-2023","2022","Census","United States"
"County","Costilla","CO","08023","=""08023""","3256","2019-2023","2022","Census","United States"
"County","Crowley","CO","08025","=""08025""","3861","2019-2023","2022","Census","United States"
"County","Custer","CO","08027","=""08027""","4667","2019-2023","2022","Census","United States"
"County","Delta","CO","08029","=""08029""","27068","2019-2023","2022","Census","United States"
"County","Denver","CO","08031","=""08031""","644528","2019-2023","2022","Census","United States"
"County","Dolores","CO","08033","=""08033""","2225","2019-2023","2022","Census","United States"
"County","Douglas","CO","08035","=""08035""","353050","2019-2023","2022","Census","United States"
"County","Eagle","CO","08037","=""08037""","49675","2019-2023","2022","Census","United States"
"County","Elbert","CO","08039","=""08039""","25829","2019-2023","2022","Census","United States"
"County","El Paso","CO","08041","=""08041""","647635","2019-2023","2022","Census","United States"
"County","Fremont","CO","08043","=""08043""","39052","2019-2023","2022","Census","United States"
"County","Garfield","CO","08045","=""08045""","50436","2019-2023","2022","Census","United States"
"County","Gilpin","CO","08047","=""08047""","5400","2019-2023","2022","Census","United States"
"County","Grand","CO","08049","=""08049""","13681","2019-2023","2022","Census","United States"
"County","Gunnison","CO","08051","=""08051""","16034","2019-2023","2022","Census","United States"
"County","Hinsdale","CO","08053","=""08053""","839","2019-2023","2022","Census","United States"
"County","Huerfano","CO","08055","=""08055""","6524","2019-2023","2022","Census","United States"
"County","Jackson","CO","08057","=""08057""","1310","2019-2023","2022","Census","United States"
"County","Jefferson","CO","08059","=""08059""","543902","2019-2023","2022","Census","United States"
"County","Kiowa","CO","08061","=""08061""","1236","2019-2023","2022","Census","United States"
"County","Kit Carson","CO","08063","=""08063""","6179","2019-2023","2022","Census","United States"
"County","Lake","CO","08065","=""08065""","6379","2019-2023","2022","Census","United States"
"County","La Plata","CO","08067","=""08067""","50401","2019-2023","2022","Census","United States"
"County","Larimer","CO","08069","=""08069""","340365","2019-2023","2022","Census","United States"
"County","Las Animas","CO","08071","=""08071""","12729","2019-2023","2022","Census","United States"
"County","Lincoln","CO","08073","=""08073""","4025","2019-2023","2022","Census","United States"
"County","Logan","CO","08075","=""08075""","17843","2019-2023","2022","Census","United States"
"County","Mesa","CO","08077","=""08077""","140682","2019-2023","2022","Census","United States"
"County","Mineral","CO","08079","=""08079""","672","2019-2023","2022","Census","United States"
"County","Moffat","CO","08081","=""08081""","11968","2019-2023","2022","Census","United States"
"County","Montezuma","CO","08083","=""08083""","23002","2019-2023","2022","Census","United States"
"County","Montrose","CO","08085","=""08085""","37319","2019-2023","2022","Census","United States"
"County","Morgan","CO","08087","=""08087""","25629","2019-2023","2022","Census","United States"
"County","Otero","CO","08089","=""08089""","16971","2019-2023","2022","Census","United States"
"County","Ouray","CO","08091","=""08091""","4307","2019-2023","2022","Census","United States"
"County","Park","CO","08093","=""08093""","16406","2019-2023","2022","Census","United States"
"County","Phillips","CO","08095","=""08095""","4173","2019-2023","2022","Census","United States"
"County","Pitkin","CO","08097","=""08097""","16318","2019-2023","2022","Census","United States"
"County","Prowers","CO","08099","=""08099""","10604","2019-2023","2022","Census","United States"
"County","Pueblo","CO","08101","=""08101""","155294","2019-2023","2022","Census","United States"
"County","Rio Blanco","CO","08103","=""08103""","5796","2019-2023","2022","Census","United States"
"County","Rio Grande","CO","08105","=""08105""","9683","2019-2023","2022","Census","United States"
"County","Routt","CO","08107","=""08107""","22843","2019-2023","2022","Census","United States"
"County","Saguache","CO","08109","=""08109""","5767","2019-2023","2022","Census","United States"
"County","San Juan","CO","08111","=""08111""","604","2019-2023","2022","Census","United States"
"County","San Miguel","CO","08113","=""08113""","7150","2019-2023","2022","Census","United States"
"County","Sedgwick","CO","08115","=""08115""","2123","2019-2023","2022","Census","United States"
"County","Summit","CO","08117","=""08117""","27668","2019-2023","2022","Census","United States"
"County","Teller","CO","08119","=""08119""","22909","2019-2023","2022","Census","United States"
"County","Washington","CO","08121","=""08121""","4357","2019-2023","2022","Census","United States"
"County","Weld","CO","08123","=""08123""","309927","2019-2023","2022","Census","United States"
"County","Yuma","CO","08125","=""08125""","8321","2019-2023","2022","Census","United States"
"County","Capitol","CT","09110","=""09110""","915659","2019-2023","2022","Census","United States"
"County","Greater Bridgeport","CT","09120","=""09120""","296809","2019-2023","2022","Census","United States"
"County","Lower Connecticut River Valley","CT","09130","=""09130""","167086","2019-2023","2022","Census","United States"
"County","Naugatuck Valley","CT","09140","=""09140""","427521","2019-2023","2022","Census","United States"
"County","Northeastern Connecticut","CT","09150","=""09150""","91337","2019-2023","2022","Census","United States"
"County","Northwest Hills","CT","09160","=""09160""","107548","2019-2023","2022","Census","United States"
"County","South Central Connecticut","CT","09170","=""09170""","533452","2019-2023","2022","Census","United States"
"County","Southeastern Connecticut","CT","09180","=""09180""","256785","2019-2023","2022","Census","United States"
"County","Western Connecticut","CT","09190","=""09190""","570946","2019-2023","2022","Census","United States"
"County","Kent","DE","10001","=""10001""","168876","2019-2023","2022","Census","United States"
"County","New Castle","DE","10003","=""10003""","533677","2019-2023","2022","Census","United States"
"County","Sussex","DE","10005","=""10005""","228068","2019-2023","2022","Census","United States"
"County","District of Columbia","DC","11001","=""11001""","640379","2019-2023","2022","Census","United States"
"County","Alachua","FL","12001","=""12001""","257431","2019-2023","2022","Census","United States"
"County","Baker","FL","12003","=""12003""","22634","2019-2023","2022","Census","United States"
"County","Bay","FL","12005","=""12005""","152206","2019-2023","2022","Census","United States"
"County","Bradford","FL","12007","=""12007""","21329","2019-2023","2022","Census","United States"
"County","Brevard","FL","12009","=""12009""","553131","2019-2023","2022","Census","United States"
"County","Broward","FL","12011","=""12011""","1676400","2019-2023","2022","Census","United States"
"County","Calhoun","FL","12013","=""12013""","9592","2019-2023","2022","Census","United States"
"County","Charlotte","FL","12015","=""12015""","172455","2019-2023","2022","Census","United States"
"County","Citrus","FL","12017","=""12017""","138390","2019-2023","2022","Census","United States"
"County","Clay","FL","12019","=""12019""","201467","2019-2023","2022","Census","United States"
"County","Collier","FL","12021","=""12021""","342643","2019-2023","2022","Census","United States"
"County","Columbia","FL","12023","=""12023""","57234","2019-2023","2022","Census","United States"
"County","DeSoto","FL","12027","=""12027""","26858","2019-2023","2022","Census","United States"
"County","Dixie","FL","12029","=""12029""","12633","2019-2023","2022","Census","United States"
"County","Duval","FL","12031","=""12031""","869659","2019-2023","2022","Census","United States"
"County","Escambia","FL","12033","=""12033""","269288","2019-2023","2022","Census","United States"
"County","Flagler","FL","12035","=""12035""","107940","2019-2023","2022","Census","United States"
"County","Franklin","FL","12037","=""12037""","9192","2019-2023","2022","Census","United States"
"County","Gadsden","FL","12039","=""12039""","34277","2019-2023","2022","Census","United States"
"County","Gilchrist","FL","12041","=""12041""","14900","2019-2023","2022","Census","United States"
"County","Glades","FL","12043","=""12043""","8881","2019-2023","2022","Census","United States"
"County","Gulf","FL","12045","=""12045""","11074","2019-2023","2022","Census","United States"
"County","Hamilton","FL","12047","=""12047""","9426","2019-2023","2022","Census","United States"
"County","Hardee","FL","12049","=""12049""","19893","2019-2023","2022","Census","United States"
"County","Hendry","FL","12051","=""12051""","31781","2019-2023","2022","Census","United States"
"County","Hernando","FL","12053","=""12053""","176362","2019-2023","2022","Census","United States"
"County","Highlands","FL","12055","=""12055""","89411","2019-2023","2022","Census","United States"
