County,State,Median_Household_Income,GeoID,Total_Population,Insured,Uninsured,Percent_Insured,Percent_Uninsured
Bristol Bay,AK,100625.0,2060,878.0,691.0,167.0,78.70159453302962,19.020501138952163
Chugach,AK,88565.0,2063,6964.0,5768.0,936.0,82.82596209075244,13.44055140723722
Copper River,AK,75053.0,2066,2626.0,2174.0,438.0,82.7875095201828,16.67936024371668
Denali,AK,88935.0,2068,2029.0,1887.0,101.0,93.00147856086744,4.977821586988664
Dillingham,AK,74250.0,2070,4780.0,3961.0,798.0,82.86610878661088,16.694560669456067
Fairbanks North Star,AK,84722.0,2090,95555.0,78846.0,7752.0,82.5137355449741,8.112605305844802
Haines,AK,72607.0,2100,2077.0,1891.0,177.0,91.04477611940298,8.521906596051998
Hoonah-Angoon,AK,62500.0,2105,2313.0,1833.0,480.0,79.24773022049287,20.75226977950713
Juneau,AK,100513.0,2110,31969.0,28743.0,2490.0,89.9089743188714,7.788795395539429
Kenai Peninsula,AK,77722.0,2122,59843.0,51777.0,6841.0,86.52139765720301,11.431579299166152
Ketchikan Gateway,AK,89155.0,2130,13870.0,12263.0,1290.0,88.4138428262437,9.300648882480171
Kodiak Island,AK,83716.0,2150,12878.0,10719.0,1214.0,83.23497437490293,9.426929647460785
Kusilvak,AK,48233.0,2158,8277.0,7334.0,924.0,88.60698320647577,11.16346502355926
Lake and Peninsula,AK,64000.0,2164,1007.0,688.0,315.0,68.32174776564052,31.28103277060576
Matanuska-Susitna,AK,90625.0,2170,110677.0,94326.0,13131.0,85.22637946456807,11.864253638967446
Nome,AK,76643.0,2180,9925.0,8278.0,1457.0,83.40554156171285,14.680100755667503
North Slope,AK,86313.0,2185,10891.0,9288.0,1555.0,85.28142502984115,14.27784409145166
Northwest Arctic,AK,81298.0,2188,7611.0,6141.0,1426.0,80.68584942845881,18.73603994218894
Petersburg,AK,77026.0,2195,3394.0,2940.0,359.0,86.62345315262228,10.577489687684148
Prince of Wales-Hyder,AK,59079.0,2198,5730.0,4677.0,1040.0,81.62303664921467,18.1500872600349
Sitka,AK,101207.0,2220,8393.0,7011.0,916.0,83.5338972953652,10.91385678541642
Skagway,AK,78594.0,2230,1308.0,1192.0,116.0,91.13149847094802,8.868501529051988
Southeast Fairbanks,AK,74223.0,2240,6936.0,5693.0,1133.0,82.07900807381776,16.33506343713956
Wrangell,AK,64545.0,2275,2106.0,1729.0,358.0,82.09876543209876,16.999050332383668
Yakutat,AK,80625.0,2282,506.0,423.0,78.0,83.59683794466403,15.41501976284585
Yukon-Koyukuk,AK,52642.0,2290,5271.0,4050.0,1200.0,76.83551508252704,22.766078542970973
Apache,AZ,40338.0,4001,65680.0,51715.0,13237.0,78.73781973203411,20.15377588306943
Cochise,AZ,58970.0,4003,125458.0,108082.0,9392.0,86.14994659567346,7.486170670662692
Coconino,AZ,69748.0,4005,144643.0,128291.0,15714.0,88.69492474575334,10.863989270134054
Gila,AZ,59089.0,4007,53610.0,47231.0,5260.0,88.10110054094386,9.811602313001304
Graham,AZ,67326.0,4009,38860.0,32833.0,3153.0,84.49047864127638,8.113741636644365
Greenlee,AZ,75239.0,4011,9452.0,9177.0,242.0,97.09056284384258,2.560304697418536
La Paz,AZ,49506.0,4012,16605.0,14359.0,2126.0,86.47395362842516,12.803372478169225
Maricopa,AZ,85518.0,4013,4491987.0,3974385.0,476735.0,88.47721509434466,10.613009343081355
Mohave,AZ,55799.0,4015,217420.0,192876.0,20696.0,88.71125011498482,9.518903504737375
Navajo,AZ,52752.0,4017,107744.0,89166.0,16165.0,82.75727650727652,15.003155628155628
Pima,AZ,67929.0,4019,1049947.0,934986.0,91882.0,89.05078065845228,8.751108389280601
Pinal,AZ,77588.0,4021,449219.0,387059.0,43687.0,86.1626511790463,9.72510067472658
Santa Cruz,AZ,53614.0,4023,48209.0,41088.0,6950.0,85.2288991682051,14.416395278889835
Yavapai,AZ,66106.0,4025,241656.0,214547.0,25695.0,88.78198761876386,10.632883106564703
Yuma,AZ,60417.0,4027,207685.0,169169.0,29063.0,81.45460673616294,13.993788670342106
Arkansas,AR,60831.0,5001,16773.0,15435.0,1100.0,92.02289393668396,6.558158945924999
Ashley,AR,44481.0,5003,18722.0,16939.0,1599.0,90.47644482427091,8.540754192928105
Baxter,AR,48427.0,5005,42150.0,38771.0,2988.0,91.98339264531435,7.088967971530249
Benton,AR,89879.0,5007,294541.0,264229.0,28690.0,89.70873324936088,9.74057940999725
Boone,AR,54195.0,5009,37896.0,34562.0,2967.0,91.20223770318768,7.829322355921469
Bradley,AR,39565.0,5011,10354.0,9039.0,1233.0,87.29959435966776,11.908441182151826
Calhoun,AR,63654.0,5013,4717.0,4219.0,444.0,89.44244223023108,9.412762348950604
Carroll,AR,55187.0,5015,28526.0,24464.0,3798.0,85.76035897076352,13.314169529551986
Chicot,AR,39683.0,5017,9997.0,8312.0,974.0,83.14494348304491,9.74292287686306
Clark,AR,50985.0,5019,21378.0,19293.0,1836.0,90.24698287959583,8.588268313219197
Clay,AR,48500.0,5021,14399.0,13028.0,1267.0,90.47850545176748,8.799222168206125
Cleburne,AR,55979.0,5023,25048.0,22952.0,1793.0,91.6320664324497,7.1582561481954645
Cleveland,AR,50509.0,5025,7491.0,7050.0,363.0,94.11293552262715,4.845814977973569
Columbia,AR,47363.0,5027,22527.0,20695.0,1465.0,91.86753673369734,6.503307142540063
Conway,AR,51212.0,5029,20872.0,19428.0,1322.0,93.08164047527788,6.333844384821771
Craighead,AR,57615.0,5031,112097.0,101574.0,9334.0,90.61259444945004,8.326717039706683
Crawford,AR,60362.0,5033,60792.0,54949.0,5067.0,90.38853796552178,8.334978286616659
Crittenden,AR,54271.0,5035,47609.0,43265.0,3764.0,90.87567476737593,7.906068180386061
Cross,AR,47012.0,5037,16681.0,15257.0,1236.0,91.4633415262874,7.409627720160662
Dallas,AR,44694.0,5039,6351.0,5755.0,281.0,90.61565107857032,4.42450007872776
Desha,AR,36064.0,5041,11041.0,10057.0,932.0,91.08776378951184,8.44126437822661
Drew,AR,41071.0,5043,17143.0,15633.0,1200.0,91.19174006883276,6.999941667152773
Faulkner,AR,65071.0,5045,126001.0,114956.0,9330.0,91.2341965539956,7.404703137276688
Franklin,AR,51919.0,5047,17220.0,15584.0,1405.0,90.49941927990707,8.159117305458768
Fulton,AR,38941.0,5049,12239.0,10699.0,1372.0,87.41727265299453,11.210066181877604
Garland,AR,55409.0,5051,100062.0,89629.0,9372.0,89.57346445203973,9.366192960364572
Grant,AR,72512.0,5053,18111.0,16721.0,1195.0,92.32510628899564,6.598199988956988
Greene,AR,56793.0,5055,46182.0,41548.0,4120.0,89.96578753626953,8.921224719587718
Hempstead,AR,47654.0,5057,19778.0,17576.0,1974.0,88.86641723126706,9.98078673273334
Hot Spring,AR,52644.0,5059,33142.0,28357.0,2468.0,85.56212660672259,7.446744312352906
Howard,AR,44492.0,5061,12701.0,11051.0,1458.0,87.00889693724903,11.47941106999449
Independence,AR,56009.0,5063,38120.0,33730.0,3865.0,88.48373557187827,10.13903462749213
Izard,AR,47728.0,5065,13866.0,11937.0,838.0,86.08827347468629,6.043559786528198
Jackson,AR,41215.0,5067,16775.0,13180.0,1281.0,78.56929955290612,7.636363636363637
Jefferson,AR,48552.0,5069,65780.0,57912.0,3341.0,88.038917604135,5.079051383399209
Johnson,AR,44808.0,5071,25932.0,23699.0,2007.0,91.38901743020207,7.739472466450717
Lafayette,AR,37237.0,5073,6211.0,5591.0,526.0,90.0177105136049,8.4688455965223
Lawrence,AR,44164.0,5075,16265.0,14544.0,1488.0,89.41899784814018,9.148478327697507
Lee,AR,36860.0,5077,8511.0,6545.0,453.0,76.90048172952649,5.322523792738808
Lincoln,AR,51667.0,5079,12966.0,7883.0,675.0,60.797470306956654,5.205923183711245
Little River,AR,52241.0,5081,11959.0,11137.0,666.0,93.1265155949494,5.569027510661426
Logan,AR,54237.0,5083,21240.0,19399.0,1619.0,91.33239171374764,7.622410546139359
Lonoke,AR,71449.0,5085,74747.0,67707.0,4895.0,90.58156180181145,6.54875780967798
Madison,AR,53888.0,5087,17032.0,14826.0,2117.0,87.0479098168154,12.429544387036168
Marion,AR,46953.0,5089,17076.0,15686.0,1223.0,91.85992035605528,7.1620988521902085
Miller,AR,49983.0,5091,42588.0,36731.0,4676.0,86.24729970883817,10.979618671926364
Mississippi,AR,53428.0,5093,39749.0,35258.0,3688.0,88.70160255603915,9.278220835744296
Monroe,AR,43955.0,5095,6681.0,6128.0,464.0,91.72279598862444,6.945068103577309
Montgomery,AR,49015.0,5097,8571.0,7505.0,947.0,87.56271146890677,11.048885777622214
Nevada,AR,41761.0,5099,8228.0,7566.0,497.0,91.95430238210986,6.040350024307243
Newton,AR,47395.0,5101,7175.0,6661.0,433.0,92.8362369337979,6.034843205574913
Ouachita,AR,49838.0,5103,22317.0,20685.0,1279.0,92.68718913832504,5.731057041717077
Perry,AR,60078.0,5105,10073.0,9442.0,529.0,93.73572917700784,5.251662861113869
Phillips,AR,38874.0,5107,15910.0,14410.0,1327.0,90.57196731615336,8.340666247642991
Pike,AR,51000.0,5109,10182.0,8873.0,1157.0,87.14397957179337,11.363189943036732
Poinsett,AR,47188.0,5111,22740.0,20195.0,2230.0,88.80826737027265,9.80650835532102
Polk,AR,49252.0,5113,19348.0,17321.0,1857.0,89.52346495761836,9.597891254910069
Pope,AR,54606.0,5115,63830.0,58487.0,4763.0,91.62932790224032,7.4620084599718
Prairie,AR,51094.0,5117,8162.0,7515.0,483.0,92.07302131830434,5.917667238421955
Pulaski,AR,60385.0,5119,398949.0,353924.0,37706.0,88.71409628799671,9.451333378451883
Randolph,AR,52838.0,5121,18733.0,17123.0,1303.0,91.40554102386164,6.95563978006726
St. Francis,AR,41784.0,5123,22740.0,18299.0,1569.0,80.47053649956024,6.899736147757256
Saline,AR,76534.0,5125,125724.0,116849.0,7509.0,92.940886386052,5.972606662212465
Scott,AR,45955.0,5127,9839.0,8790.0,958.0,89.33834739302775,9.736761866043295
Searcy,AR,41978.0,5129,7861.0,7309.0,450.0,92.97799262180384,5.724462536572955
Sebastian,AR,56450.0,5131,128448.0,113534.0,13306.0,88.38907573492776,10.359055804683608
Sevier,AR,51641.0,5133,15797.0,12727.0,2963.0,80.56593023991897,18.756725960625435
Sharp,AR,42950.0,5135,17597.0,16358.0,1038.0,92.95902710689322,5.898732738534978
Stone,AR,38531.0,5137,12474.0,11251.0,1120.0,90.19560686227352,8.978675645342312
Union,AR,50221.0,5139,38368.0,35696.0,2206.0,93.03586321934944,5.749582985821518
Van Buren,AR,47266.0,5141,15936.0,14223.0,1561.0,89.2507530120482,9.79543172690763
Washington,AR,66426.0,5143,251863.0,219058.0,30735.0,86.97506183917447,12.203062776191818
White,AR,53435.0,5145,77395.0,69441.0,7491.0,89.72285031332773,9.6789198268622
Woodruff,AR,49982.0,5147,6157.0,5556.0,482.0,90.23875263927236,7.828487899951275
Yell,AR,58870.0,5149,20195.0,18271.0,1649.0,90.47288932904183,8.165387472146572
Alameda,CA,126240.0,6001,1651949.0,1574283.0,67038.0,95.29852313842618,4.058115595578314
Alpine,CA,110781.0,6003,1695.0,1610.0,85.0,94.98525073746312,5.014749262536873
Amador,CA,81526.0,6005,41029.0,35568.0,2221.0,86.68990226425211,5.413244290623705
Butte,CA,68574.0,6007,209470.0,194212.0,13173.0,92.71590203847806,6.288728696233351
Calaveras,CA,79877.0,6009,45995.0,43263.0,2407.0,94.0602239373845,5.233177519295576
Colusa,CA,75149.0,6011,21895.0,19728.0,1947.0,90.10276318794244,8.892441196620233
Contra Costa,CA,125727.0,6013,1161458.0,1100983.0,55641.0,94.79318236216892,4.790616621522259
Del Norte,CA,66780.0,6015,27293.0,23582.0,1471.0,86.40310702377899,5.38966035247133
El Dorado,CA,106190.0,6017,192299.0,183631.0,7653.0,95.49243625811886,3.979739884242768
Fresno,CA,71434.0,6019,1012152.0,929816.0,70433.0,91.86525344019476,6.958737422837677
Glenn,CA,70487.0,6021,28623.0,25866.0,2541.0,90.36788596583168,8.877476155539252
Humboldt,CA,61135.0,6023,135418.0,126732.0,7770.0,93.58578623225864,5.737789658686437
Imperial,CA,56393.0,6025,179319.0,160157.0,11673.0,89.31401580423714,6.509628092951668
Inyo,CA,72432.0,6027,18803.0,17126.0,1316.0,91.08121044514174,6.998883156943041
Kern,CA,67660.0,6029,910433.0,818517.0,69712.0,89.90414451145774,7.657015947356917
Kings,CA,68750.0,6031,152830.0,124994.0,10715.0,81.78629850160308,7.011058038343257
Lake,CA,58738.0,6033,68139.0,63211.0,4306.0,92.76772479783972,6.319435272017494
Lassen,CA,64395.0,6035,31177.0,22556.0,1611.0,72.3482054078327,5.167270744459056
Los Angeles,CA,87760.0,6037,9848406.0,8928719.0,849903.0,90.66156492735982,8.629853399626294
Madera,CA,75496.0,6039,158790.0,140772.0,11433.0,88.6529378424334,7.200075571509541
Marin,CA,142785.0,6041,258765.0,245816.0,9666.0,94.99584565145982,3.7354356269201774
Mariposa,CA,65378.0,6043,17060.0,15799.0,1107.0,92.6084407971864,6.488862837045721
Mendocino,CA,64688.0,6045,90709.0,82626.0,7335.0,91.08908708066454,8.086297941769836
Merced,CA,65044.0,6047,285597.0,257720.0,25346.0,90.23904312720371,8.874743082035176
Modoc,CA,56648.0,6049,8646.0,7647.0,834.0,88.44552394170715,9.646079111727966
Mono,CA,86953.0,6051,13169.0,11505.0,1506.0,87.36426456071075,11.435948059837497
Monterey,CA,94486.0,6053,435834.0,378864.0,41838.0,86.92850947837938,9.599526425198585
Napa,CA,108970.0,6055,136070.0,126915.0,7679.0,93.2718453737047,5.643418828544132
Nevada,CA,84905.0,6057,102452.0,96212.0,5322.0,93.9093429118026,5.194627728106821
Orange,CA,113702.0,6059,3164063.0,2934757.0,213959.0,92.75279916992804,6.762159919066087
Placer,CA,114678.0,6061,412435.0,395542.0,13827.0,95.90408185532266,3.352528277183072
Plumas,CA,64946.0,6063,19607.0,18480.0,979.0,94.25205283827204,4.993114703932269
Riverside,CA,89672.0,6065,2449909.0,2231854.0,195124.0,91.0994653270795,7.964540723757494
Sacramento,CA,88724.0,6067,1584047.0,1489558.0,80866.0,94.03496234644552,5.105025292810125
San Benito,CA,108289.0,6069,66056.0,61749.0,4154.0,93.47977473658716,6.28860360905898
San Bernardino,CA,82184.0,6071,2187816.0,1967467.0,181725.0,89.92835777780216,8.30622867736592
San Diego,CA,102285.0,6073,3282782.0,2956388.0,214784.0,90.05739643997073,6.542743319538123
San Francisco,CA,141446.0,6075,836321.0,803423.0,28786.0,96.06634294726544,3.4419798139709514
San Joaquin,CA,88531.0,6077,787416.0,728000.0,50075.0,92.45430623710972,6.35940849563636
San Luis Obispo,CA,93398.0,6079,281486.0,260578.0,16050.0,92.57227712923556,5.701882153997002
San Mateo,CA,156000.0,6081,745100.0,712145.0,29225.0,95.57710374446384,3.92229230975708
Santa Barbara,CA,95977.0,6083,443975.0,396243.0,40217.0,89.2489441973084,9.058392927529702
Santa Clara,CA,159674.0,6085,1903297.0,1817894.0,75322.0,95.51289157708965,3.957448574762636
Santa Cruz,CA,109266.0,6087,266021.0,250931.0,14067.0,94.32751549689686,5.287928396630341
Shasta,CA,71931.0,6089,181554.0,167849.0,12062.0,92.451281712328,6.643753373651916
Sierra,CA,60000.0,6091,2731.0,2306.0,327.0,84.43793482240937,11.973636030757964
Siskiyou,CA,55499.0,6093,43834.0,40820.0,2801.0,93.12405894967377,6.390016881872519
Solano,CA,99994.0,6095,450824.0,417588.0,21296.0,92.62772168296274,4.723794651571344
Sonoma,CA,102840.0,6097,485642.0,456003.0,26060.0,93.89694466294102,5.366092718504578
Stanislaus,CA,79661.0,6099,552250.0,516217.0,33141.0,93.4752376641014,6.001086464463558
Sutter,CA,75450.0,6101,98971.0,91778.0,5821.0,92.73221448707196,5.881520849541785
Tehama,CA,61834.0,6103,65520.0,60912.0,4149.0,92.96703296703296,6.332417582417582
Trinity,CA,53498.0,6105,15886.0,13792.0,1954.0,86.81858239959713,12.300138486717865
Tulare,CA,69489.0,6107,475774.0,433760.0,37746.0,91.16933670187947,7.933598725445274
Tuolumne,CA,72259.0,6109,54873.0,49302.0,3059.0,89.84746596686895,5.574690649317516
Ventura,CA,107327.0,6111,838259.0,764435.0,65925.0,91.19317537896998,7.864514428118278
Yolo,CA,88818.0,6113,217782.0,206049.0,10032.0,94.61250241066756,4.60644130368901
Yuba,CA,73313.0,6115,83079.0,74756.0,5517.0,89.98182452846086,6.640667316650417
Adams,CO,91387.0,8001,524408.0,463160.0,57909.0,88.32054430901131,11.042737715671768
Alamosa,CO,51445.0,8003,16515.0,15216.0,1039.0,92.13442325158944,6.291250378443839
Arapahoe,CO,97215.0,8005,655709.0,591301.0,58302.0,90.17735001349683,8.891444222970861
Archuleta,CO,76524.0,8007,13730.0,12052.0,1568.0,87.77858703568828,11.420247632920612
Baca,CO,40380.0,8009,3460.0,3116.0,260.0,90.05780346820809,7.514450867052023
Bent,CO,49194.0,8011,5524.0,3904.0,348.0,70.67342505430847,6.299782766111512
Boulder,CO,102772.0,8013,328317.0,311836.0,14265.0,94.9801563732612,4.344886192308044
Broomfield,CO,121025.0,8014,75110.0,71072.0,3584.0,94.62388496871256,4.7716682199440825
Chaffee,CO,70909.0,8015,19876.0,17123.0,1348.0,86.14912457234855,6.782048701952103
Cheyenne,CO,67768.0,8017,1732.0,1555.0,136.0,89.78060046189377,7.852193995381063
Clear Creek,CO,96667.0,8019,9358.0,8645.0,637.0,92.38085060910451,6.807010044881386
Conejos,CO,47209.0,8021,7536.0,6481.0,1014.0,86.00053078556263,13.455414012738853
Costilla,CO,36519.0,8023,3571.0,3256.0,295.0,91.17894147297676,8.260991318958274
Crowley,CO,47563.0,8025,5734.0,3861.0,322.0,67.33519358214161,5.615626089989536
Custer,CO,72700.0,8027,5073.0,4667.0,397.0,91.99684604770351,7.825744135619948
Delta,CO,58330.0,8029,31353.0,27068.0,3362.0,86.33304627946289,10.723056804771474
Denver,CO,91681.0,8031,713734.0,644528.0,62025.0,90.3036705551368,8.690212319995965
Dolores,CO,70490.0,8033,2385.0,2225.0,160.0,93.29140461215934,6.708595387840671
Douglas,CO,145737.0,8035,368283.0,353050.0,13515.0,95.86377867020742,3.669732243953699
Eagle,CO,103174.0,8037,55374.0,49675.0,5592.0,89.70816628742732,10.098602232094484
Elbert,CO,129477.0,8039,27152.0,25829.0,1234.0,95.127430760165,4.544784914555097
El Paso,CO,87470.0,8041,736008.0,647635.0,49508.0,87.99292942468017,6.726557320029131
Fremont,CO,61027.0,8043,49394.0,39052.0,2432.0,79.06223427946713,4.923674940276147
Garfield,CO,86172.0,8045,62034.0,50436.0,10979.0,81.3038011413096,17.698358964438857
Gilpin,CO,88654.0,8047,5877.0,5400.0,433.0,91.88361408882083,7.367704611196188
Grand,CO,84558.0,8049,15794.0,13681.0,2079.0,86.6215018361403,13.163226541724708
Gunnison,CO,77358.0,8051,17158.0,16034.0,1053.0,93.4491199440494,6.137078913626297
Hinsdale,CO,64327.0,8053,939.0,839.0,100.0,89.35037273695421,10.649627263045794
Huerfano,CO,52139.0,8055,6946.0,6524.0,289.0,93.92456089835876,4.1606680103656775
Jackson,CO,41809.0,8057,1422.0,1310.0,106.0,92.12376933895922,7.454289732770746
Jefferson,CO,107800.0,8059,579715.0,543902.0,30099.0,93.82230923816012,5.19203401671511
Kiowa,CO,56389.0,8061,1356.0,1236.0,93.0,91.1504424778761,6.8584070796460175
Kit Carson,CO,59810.0,8063,7015.0,6179.0,751.0,88.08267997148967,10.705630791161797
Lake,CO,93655.0,8065,7411.0,6379.0,981.0,86.07475374443395,13.237080016192143
La Plata,CO,85296.0,8067,56088.0,50401.0,5307.0,89.86057623734132,9.461916987590929
Larimer,CO,91364.0,8069,363561.0,340365.0,20626.0,93.6197776989281,5.673325796771381
Las Animas,CO,50408.0,8071,14392.0,12729.0,1177.0,88.4449694274597,8.178154530294607
Lincoln,CO,54257.0,8073,5561.0,4025.0,344.0,72.3790685128574,6.185937780974645
Logan,CO,55074.0,8075,21067.0,17843.0,1713.0,84.69644467650829,8.131200455688992
Mesa,CO,71485.0,8077,157316.0,140682.0,15311.0,89.426377482265,9.732640036614203
Mineral,CO,52455.0,8079,799.0,672.0,124.0,84.10513141426783,15.519399249061328
Moffat,CO,70975.0,8081,13258.0,11968.0,1166.0,90.27002564489364,8.794689998491476
Montezuma,CO,63005.0,8083,26204.0,23002.0,2969.0,87.780491528011,11.330331247137842
Montrose,CO,66072.0,8085,43272.0,37319.0,5533.0,86.24283601405067,12.786559437973748
Morgan,CO,75407.0,8087,29186.0,25629.0,3094.0,87.8126499006373,10.60097306927979
Otero,CO,54897.0,8089,18460.0,16971.0,1303.0,91.93391115926327,7.058504875406284
Ouray,CO,84556.0,8091,5024.0,4307.0,717.0,85.72850318471338,14.271496815286625
Park,CO,95450.0,8093,17739.0,16406.0,1236.0,92.48548396189187,6.967698291899205
Phillips,CO,60372.0,8095,4491.0,4173.0,241.0,92.9191716766867,5.366288131819194
